invoice_id,customer_id,order_date,product_id,quantity,unit_price,revenue
INV-63088,C0075,2023-01-22,P008,2,92.67,185.34
INV-91018,C0084,2024-04-16,P011,4,297.58,1190.32
INV-21551,C0177,2024-03-23,P024,4,481.91,1927.64
INV-67104,C0028,2024-08-26,P016,1,23.26,23.26
INV-20308,C0103,2024-02-10,P034,1,329.56,329.56
INV-54500,C0080,2023-08-15,P048,2,162.15,324.3
INV-32037,C0086,2023-03-20,P050,1,502.61,502.61
INV-24945,C0131,2024-06-27,P041,8,320.16,2561.28
INV-55793,C0131,2023-12-26,P013,1,170.66,170.66
INV-40968,C0166,2023-04-16,P010,1,549.44,549.44
INV-35856,C0038,2023-06-27,P017,1,350.14,350.14
INV-95918,C0155,2023-03-19,P010,1,336.97,336.97
INV-92306,C0046,2024-05-20,P050,2,499.55,999.1
INV-83889,C0119,2025-02-17,P049,1,16.49,16.49
INV-99277,C0149,2025-08-04,P029,1,541.01,541.01
INV-93269,C0145,2024-10-01,P042,4,362.47,1449.88
INV-51436,C0083,2023-06-04,P041,1,402.37,402.37
INV-71462,C0113,2024-03-28,P005,1,549.5,549.5
INV-46002,C0162,2024-08-28,P020,1,236.05,236.05
INV-76497,C0015,2023-03-17,P023,1,37.71,37.71
INV-69233,C0080,2023-02-08,P030,1,445.44,445.44
INV-47627,C0015,2023-03-20,P024,1,365.86,365.86
INV-90610,C0166,2024-08-31,P006,1,239.68,239.68
INV-70648,C0130,2024-08-17,P025,1,219.85,219.85
INV-15376,C0142,2024-04-05,P048,2,185.3,370.6
INV-34672,C0147,2023-11-26,P042,1,290.87,290.87
INV-75715,C0155,2023-06-04,P031,2,562.73,1125.46
INV-23566,C0016,2025-04-10,P029,2,136.81,273.62
INV-21053,C0088,2024-05-31,P046,1,164.74,164.74
INV-15130,C0166,2023-09-11,P012,1,40.34,40.34
INV-78690,C0113,2024-06-19,P029,1,362.14,362.14
INV-57696,C0157,2024-01-17,P011,1,464.84,464.84
INV-63578,C0073,2025-03-04,P025,1,54.33,54.33
INV-88366,C0087,2023-02-23,P044,2,302.34,604.68
INV-53863,C0162,2023-03-09,P042,2,266.55,533.1
INV-83133,C0085,2024-11-25,P007,1,493.27,493.27
INV-43029,C0099,2025-01-11,P019,3,419.87,1259.6100000000001
INV-29709,C0169,2023-12-08,P039,1,358.24,358.24
INV-96980,C0021,2023-05-25,P038,1,64.03,64.03
INV-95990,C0090,2024-12-16,P020,4,90.72,362.88
INV-26901,C0170,2024-09-01,P026,6,273.14,1638.84
INV-83259,C0022,2024-01-21,P020,1,329.72,329.72
INV-26750,C0165,2024-11-17,P022,4,442.01,1768.04
INV-99838,C0180,2025-07-23,P048,3,398.68,1196.04
INV-94675,C0135,2024-11-17,P006,2,511.03,1022.06
INV-57425,C0109,2023-01-19,P033,1,298.76,298.76
INV-33627,C0093,2025-08-31,P020,1,592.72,592.72
INV-73736,C0055,2023-07-16,P022,5,33.26,166.29999999999998
INV-30308,C0058,2023-03-21,P009,2,555.9,1111.8
INV-76543,C0076,2025-02-28,P007,1,345.09,345.09
INV-79013,C0139,2023-02-08,P048,4,30.03,120.12
INV-91006,C0170,2023-05-15,P022,2,185.44,370.88
INV-30218,C0153,2023-06-16,P025,5,582.92,2914.6
INV-91885,C0047,2025-04-08,P045,5,289.79,1448.95
INV-67366,C0043,2023-02-14,P047,3,508.28,1524.84
INV-98652,C0106,2025-01-06,P024,1,499.06,499.06
INV-90031,C0061,2023-10-19,P029,1,361.8,361.8
INV-79993,C0115,2023-09-02,P015,1,81.13,81.13
INV-35430,C0080,2024-01-12,P031,1,420.81,420.81
INV-67749,C0174,2024-04-17,P037,1,437.61,437.61
INV-60052,C0073,2024-05-29,P050,1,196.02,196.02
INV-31241,C0136,2025-04-16,P027,1,476.53,476.53
INV-28140,C0052,2025-06-12,P039,1,379.28,379.28
INV-94040,C0065,2024-05-07,P004,4,373.36,1493.44
INV-23446,C0096,2024-12-29,P036,1,24.4,24.4
INV-47363,C0133,2023-03-27,P008,4,22.55,90.2
INV-68893,C0042,2025-07-16,P018,4,322.07,1288.28
INV-67340,C0132,2023-04-04,P010,5,481.28,2406.3999999999996
INV-55820,C0057,2025-08-10,P029,12,216.92,2603.04
INV-16980,C0007,2024-02-10,P027,2,247.14,494.28
INV-40903,C0129,2024-01-31,P024,1,380.23,380.23
INV-39430,C0021,2023-01-29,P024,4,590.61,2362.44
INV-95191,C0082,2023-12-10,P007,2,256.48,512.96
INV-15020,C0038,2023-10-21,P009,1,445.17,445.17
INV-28191,C0121,2025-02-16,P045,1,75.18,75.18
INV-90654,C0121,2023-01-06,P029,1,179.47,179.47
INV-43544,C0021,2023-08-09,P002,1,147.83,147.83
INV-89807,C0039,2024-06-24,P036,1,20.55,20.55
INV-47762,C0109,2023-09-01,P008,8,262.39,2099.12
INV-16258,C0078,2023-09-02,P008,1,410.99,410.99
INV-91633,C0108,2024-04-13,P041,1,570.48,570.48
INV-75513,C0017,2024-09-03,P008,3,62.75,188.25
INV-92831,C0138,2024-06-11,P002,1,528.68,528.68
INV-28818,C0148,2023-10-26,P016,5,285.77,1428.85
INV-90584,C0110,2023-12-28,P001,1,108.55,108.55
INV-64600,C0062,2023-07-11,P037,9,146.69,1320.21
INV-21221,C0171,2024-06-20,P043,5,393.29,1966.45
INV-78951,C0093,2024-07-11,P005,1,312.49,312.49
INV-82633,C0130,2023-01-21,P033,1,114.15,114.15
INV-15706,C0100,2024-10-12,P031,1,120.0,120.0
INV-43246,C0100,2025-02-04,P024,3,216.57,649.71
INV-18855,C0005,2023-12-20,P023,1,581.77,581.77
INV-96127,C0062,2024-10-05,P047,4,557.37,2229.48
INV-86271,C0027,2025-01-22,P050,10,112.6,1126.0
INV-15811,C0086,2023-12-27,P009,1,457.36,457.36
INV-94252,C0140,2023-06-29,P022,2,100.8,201.6
INV-72722,C0176,2024-10-08,P030,3,142.42,427.26
INV-18270,C0047,2025-01-03,P009,1,326.81,326.81
INV-48462,C0118,2023-07-26,P003,1,352.25,352.25
INV-15492,C0012,2023-11-20,P013,1,527.7,527.7
INV-62196,C0080,2025-04-14,P033,1,86.41,86.41
INV-43202,C0140,2023-02-07,P031,4,573.83,2295.32
INV-47501,C0166,2024-01-01,P013,3,487.61,1462.83
INV-53506,C0013,2023-10-07,P042,2,335.01,670.02
INV-67272,C0032,2025-06-29,P024,1,250.99,250.99
INV-67637,C0103,2025-07-05,P048,1,163.25,163.25
INV-34486,C0099,2024-05-23,P022,2,302.57,605.14
INV-58148,C0178,2025-08-04,P032,1,139.91,139.91
INV-20828,C0133,2025-01-14,P018,2,54.92,109.84
INV-66440,C0109,2024-09-08,P006,3,302.14,906.42
INV-48504,C0047,2023-11-25,P035,1,359.52,359.52
INV-52981,C0027,2024-11-07,P006,3,215.21,645.63
INV-68447,C0076,2024-09-09,P020,2,343.78,687.56
INV-68183,C0110,2023-12-26,P011,1,528.39,528.39
INV-56210,C0115,2024-09-21,P003,3,398.49,1195.47
INV-93816,C0112,2025-03-21,P018,3,521.7,1565.1000000000001
INV-97973,C0015,2024-10-14,P005,2,503.84,1007.68
INV-77251,C0104,2025-03-31,P024,2,411.28,822.56
INV-14081,C0174,2023-05-27,P011,1,454.1,454.1
INV-67432,C0156,2023-02-05,P044,1,529.71,529.71
INV-40932,C0033,2025-03-08,P005,4,27.26,109.04
INV-57467,C0166,2024-01-28,P024,3,86.03,258.09000000000003
INV-89310,C0146,2023-06-07,P003,1,448.67,448.67
INV-58623,C0174,2024-01-16,P029,1,492.6,492.6
INV-20077,C0114,2024-08-10,P049,3,309.41,928.23
INV-58096,C0036,2024-02-12,P034,1,179.35,179.35
INV-46528,C0081,2023-09-13,P042,1,588.9,588.9
INV-34385,C0030,2024-05-26,P002,1,163.28,163.28
INV-83619,C0133,2023-05-01,P025,2,328.59,657.18
INV-44116,C0068,2024-12-21,P050,3,73.12,219.36
INV-90199,C0115,2023-10-20,P014,2,329.35,658.7
INV-36237,C0178,2023-05-06,P032,6,211.7,1270.1999999999998
INV-69250,C0035,2023-06-26,P005,2,559.9,1119.8
INV-99381,C0114,2025-05-15,P006,1,562.96,562.96
INV-55537,C0082,2024-12-27,P043,2,50.02,100.04
INV-81063,C0017,2023-10-25,P036,1,427.82,427.82
INV-93584,C0077,2023-06-28,P011,1,353.48,353.48
INV-39391,C0093,2023-05-05,P033,1,376.34,376.34
INV-41029,C0052,2025-03-20,P009,1,524.21,524.21
INV-57303,C0127,2024-07-21,P002,7,581.64,4071.48
INV-71263,C0147,2025-04-02,P024,2,86.75,173.5
INV-90209,C0142,2025-06-24,P009,2,24.51,49.02
INV-50539,C0023,2024-02-12,P005,1,200.93,200.93
INV-63843,C0123,2025-02-26,P034,1,464.54,464.54
INV-19666,C0105,2023-05-09,P037,2,273.08,546.16
INV-19720,C0082,2024-04-05,P042,1,598.3,598.3
INV-77811,C0120,2023-12-19,P044,1,276.32,276.32
INV-82260,C0033,2024-10-17,P050,1,478.94,478.94
INV-26912,C0151,2024-03-19,P012,2,140.25,280.5
INV-26274,C0129,2024-06-14,P004,1,411.49,411.49
INV-31581,C0040,2023-06-15,P020,2,171.22,342.44
INV-39552,C0083,2023-12-21,P046,6,99.12,594.72
INV-20336,C0133,2023-09-14,P019,1,566.73,566.73
INV-82199,C0051,2023-10-09,P041,1,386.73,386.73
INV-49691,C0033,2024-09-21,P041,1,171.79,171.79
INV-75873,C0137,2024-10-18,P006,8,251.51,2012.08
INV-86106,C0044,2023-06-07,P038,4,145.67,582.68
INV-91851,C0044,2025-01-07,P043,1,28.37,28.37
INV-83874,C0155,2023-02-12,P022,2,227.43,454.86
INV-15958,C0008,2025-08-29,P006,3,289.19,867.5699999999999
INV-85598,C0165,2023-09-29,P050,6,119.46,716.76
INV-84991,C0167,2024-03-02,P014,4,468.19,1872.76
INV-13969,C0159,2024-05-24,P041,2,508.42,1016.84
INV-47967,C0161,2024-10-19,P035,2,379.47,758.94
INV-42096,C0078,2025-04-04,P031,1,29.19,29.19
INV-48985,C0176,2024-04-09,P026,5,373.82,1869.1
INV-17852,C0019,2023-06-11,P045,3,294.1,882.3000000000001
INV-73471,C0113,2024-04-20,P027,1,83.86,83.86
INV-89516,C0053,2023-05-28,P022,2,263.88,527.76
INV-51853,C0081,2025-01-21,P046,1,300.04,300.04
INV-27139,C0089,2025-02-17,P026,1,353.36,353.36
INV-83616,C0095,2023-04-19,P033,1,480.56,480.56
INV-71141,C0082,2023-05-06,P016,1,278.58,278.58
INV-42495,C0069,2023-05-25,P029,1,52.74,52.74
INV-48038,C0025,2025-08-26,P004,1,293.16,293.16
INV-64805,C0099,2023-09-12,P040,1,182.08,182.08
INV-85718,C0041,2025-01-08,P021,2,517.47,1034.94
INV-30885,C0081,2024-05-25,P013,3,33.38,100.14000000000001
INV-75373,C0132,2025-06-19,P030,1,71.91,71.91
INV-13037,C0079,2023-04-03,P032,1,592.13,592.13
INV-69930,C0101,2023-09-04,P033,1,304.34,304.34
INV-56254,C0056,2023-02-19,P038,1,424.45,424.45
INV-74866,C0013,2024-09-03,P019,1,15.76,15.76
INV-71680,C0168,2023-10-20,P044,1,315.45,315.45
INV-24089,C0138,2024-03-17,P001,1,216.87,216.87
INV-57943,C0035,2025-02-21,P017,1,56.36,56.36
INV-15930,C0104,2024-02-15,P024,1,88.3,88.3
INV-83638,C0014,2023-07-19,P037,1,416.78,416.78
INV-47827,C0093,2023-03-17,P036,3,128.09,384.27
INV-69028,C0099,2025-02-21,P033,1,71.7,71.7
INV-91689,C0141,2024-11-27,P018,2,426.82,853.64
INV-26864,C0157,2023-04-10,P008,1,562.37,562.37
INV-54444,C0101,2024-07-25,P024,1,329.36,329.36
INV-28909,C0094,2023-07-23,P049,2,523.87,1047.74
INV-62610,C0155,2024-05-27,P033,2,483.02,966.04
INV-15100,C0011,2023-05-21,P003,1,490.75,490.75
INV-78069,C0086,2024-04-12,P031,1,537.94,537.94
INV-77568,C0039,2023-05-24,P039,1,492.21,492.21
INV-51750,C0084,2023-06-16,P040,1,389.71,389.71
INV-49221,C0101,2024-08-30,P040,1,441.64,441.64
INV-76809,C0087,2024-06-29,P033,1,45.61,45.61
INV-83783,C0126,2023-11-03,P046,1,104.13,104.13
INV-58281,C0122,2023-12-06,P002,4,139.34,557.36
INV-64596,C0173,2024-08-20,P008,7,208.77,1461.39
INV-92478,C0079,2023-01-28,P047,1,475.92,475.92
INV-44803,C0153,2024-11-02,P031,2,303.94,607.88
INV-39824,C0149,2025-01-08,P037,1,434.33,434.33
INV-72973,C0014,2023-06-24,P038,1,597.84,597.84
INV-91230,C0135,2025-03-04,P041,7,393.69,2755.83
INV-99224,C0098,2023-09-06,P010,1,411.33,411.33
INV-24404,C0009,2023-07-15,P037,1,28.08,28.08
INV-51116,C0005,2024-03-04,P029,1,282.95,282.95
INV-36724,C0039,2024-02-25,P027,4,439.03,1756.12
INV-90147,C0129,2025-07-31,P050,2,261.04,522.08
INV-18163,C0121,2024-12-23,P048,1,228.91,228.91
INV-37176,C0036,2024-07-28,P034,8,33.66,269.28
INV-72701,C0084,2024-06-22,P043,4,351.42,1405.68
INV-32699,C0097,2024-04-15,P021,1,437.9,437.9
INV-81601,C0137,2023-12-29,P022,1,525.32,525.32
INV-99226,C0174,2024-10-20,P050,4,258.82,1035.28
INV-89963,C0178,2024-05-10,P017,1,359.49,359.49
INV-46569,C0050,2024-07-25,P016,4,134.29,537.16
INV-49008,C0077,2025-02-28,P015,1,382.62,382.62
INV-37168,C0074,2024-12-07,P046,2,87.62,175.24
INV-72888,C0126,2023-12-24,P021,2,546.33,1092.66
INV-45842,C0144,2023-10-22,P047,1,150.15,150.15
INV-98686,C0032,2024-07-10,P037,7,116.78,817.46
INV-55237,C0098,2025-03-02,P026,3,300.44,901.3199999999999
INV-15513,C0038,2023-10-22,P019,1,523.74,523.74
INV-67983,C0021,2024-11-02,P023,1,313.74,313.74
INV-72793,C0066,2023-08-08,P048,1,359.84,359.84
INV-45537,C0052,2025-08-13,P035,1,240.74,240.74
INV-45601,C0144,2023-05-21,P045,6,162.3,973.8000000000001
INV-86917,C0028,2023-09-03,P040,2,201.86,403.72
INV-97796,C0063,2025-07-15,P004,2,87.22,174.44
INV-93616,C0136,2023-08-27,P015,7,277.74,1944.18
INV-64172,C0014,2023-12-05,P007,1,53.36,53.36
INV-99285,C0121,2025-02-28,P007,1,316.67,316.67
INV-82135,C0036,2025-08-09,P001,1,499.04,499.04
INV-95575,C0041,2025-08-15,P027,1,156.74,156.74
INV-95267,C0122,2023-07-24,P031,1,427.0,427.0
INV-47409,C0074,2024-10-23,P021,1,108.9,108.9
INV-21725,C0016,2024-10-29,P050,1,444.48,444.48
INV-80143,C0147,2025-01-26,P015,2,290.03,580.06
INV-64773,C0010,2025-06-22,P012,3,485.35,1456.0500000000002
INV-62034,C0046,2025-03-17,P003,1,522.28,522.28
INV-47941,C0127,2025-06-16,P012,1,76.03,76.03
INV-49110,C0010,2024-08-04,P001,1,43.68,43.68
INV-53914,C0155,2023-10-19,P007,1,562.6,562.6
INV-81211,C0117,2024-06-20,P042,1,82.04,82.04
INV-76088,C0127,2024-04-24,P009,1,560.99,560.99
INV-24764,C0070,2023-12-05,P013,1,309.27,309.27
INV-70150,C0042,2024-10-25,P047,1,97.52,97.52
INV-34405,C0066,2023-01-15,P046,8,579.42,4635.36
INV-84420,C0087,2024-11-21,P019,1,571.57,571.57
INV-90079,C0050,2025-05-26,P012,2,522.07,1044.14
INV-66059,C0164,2024-06-11,P026,1,314.2,314.2
INV-62538,C0084,2024-11-16,P006,1,403.45,403.45
INV-28430,C0025,2024-05-03,P012,1,27.68,27.68
INV-10895,C0083,2023-09-25,P016,1,425.76,425.76
INV-68554,C0099,2025-02-10,P016,1,407.33,407.33
INV-49576,C0069,2024-08-19,P022,7,65.4,457.80000000000007
INV-44282,C0147,2024-10-31,P001,2,271.81,543.62
INV-40972,C0093,2023-03-05,P045,4,114.52,458.08
INV-71000,C0171,2023-11-11,P008,2,504.49,1008.98
INV-99925,C0041,2024-05-29,P026,5,413.12,2065.6
INV-25389,C0080,2024-10-16,P045,1,374.53,374.53
INV-90560,C0076,2023-08-15,P024,4,346.66,1386.64
INV-72676,C0057,2023-06-06,P009,1,559.26,559.26
INV-89395,C0117,2024-01-18,P048,2,409.14,818.28
INV-81989,C0107,2025-07-23,P045,1,398.74,398.74
INV-80453,C0121,2025-04-01,P049,1,394.23,394.23
INV-42435,C0171,2024-11-27,P014,1,398.13,398.13
INV-78879,C0153,2024-04-02,P006,14,38.45,538.3000000000001
INV-57419,C0136,2023-03-21,P046,7,250.08,1750.5600000000002
INV-18094,C0145,2025-04-28,P008,4,471.61,1886.44
INV-36497,C0141,2024-08-09,P033,1,445.69,445.69
INV-31566,C0138,2023-12-02,P010,4,248.44,993.76
INV-25235,C0134,2024-11-27,P029,1,403.88,403.88
INV-86434,C0053,2024-05-15,P046,3,459.75,1379.25
INV-68390,C0024,2025-04-08,P033,3,266.99,800.97
INV-27294,C0015,2024-06-09,P030,3,80.92,242.76
INV-83912,C0107,2023-03-01,P030,1,13.4,13.4
INV-98181,C0144,2025-04-06,P030,1,226.21,226.21
INV-12853,C0079,2024-02-10,P047,1,420.33,420.33
INV-38560,C0066,2024-08-15,P001,1,274.73,274.73
INV-65534,C0019,2023-12-19,P003,1,230.22,230.22
INV-80931,C0180,2023-03-03,P005,1,53.19,53.19
INV-14159,C0018,2023-10-21,P031,1,404.25,404.25
INV-27750,C0105,2025-02-23,P012,1,283.46,283.46
INV-94656,C0165,2024-03-06,P047,1,519.37,519.37
INV-68790,C0096,2025-06-09,P025,1,292.72,292.72
INV-20518,C0097,2024-11-30,P025,1,211.34,211.34
INV-27431,C0170,2024-10-31,P035,1,245.31,245.31
INV-33392,C0090,2024-07-04,P008,1,324.83,324.83
INV-26691,C0101,2025-01-15,P034,1,461.28,461.28
INV-12979,C0058,2023-11-02,P001,3,433.69,1301.07
INV-81361,C0119,2024-03-10,P044,6,20.76,124.56
INV-40102,C0137,2023-09-11,P025,1,14.46,14.46
INV-30332,C0118,2023-10-10,P023,2,539.84,1079.68
INV-24790,C0049,2023-02-02,P047,1,556.95,556.95
INV-90599,C0170,2025-02-23,P027,1,561.32,561.32
INV-37011,C0005,2023-03-10,P016,1,69.84,69.84
INV-14400,C0026,2024-04-02,P039,1,161.5,161.5
INV-16380,C0154,2023-09-08,P044,1,191.3,191.3
INV-67535,C0012,2023-08-28,P026,3,328.11,984.33
INV-17398,C0139,2023-05-24,P014,1,370.1,370.1
INV-40692,C0129,2025-04-15,P019,2,170.85,341.7
INV-85690,C0148,2024-09-04,P021,1,81.91,81.91
INV-41051,C0173,2023-11-06,P021,1,411.86,411.86
INV-78321,C0037,2023-08-15,P043,1,319.85,319.85
INV-46064,C0106,2023-03-04,P020,2,73.06,146.12
INV-32955,C0143,2024-10-03,P038,1,161.37,161.37
INV-82856,C0174,2024-05-22,P028,6,295.29,1771.7400000000002
INV-94320,C0013,2024-11-18,P023,3,334.63,1003.89
INV-51777,C0098,2024-12-14,P034,1,383.56,383.56
INV-29558,C0107,2023-11-04,P027,6,364.95,2189.7
INV-80507,C0097,2024-04-29,P012,3,531.68,1595.04
INV-49418,C0062,2025-05-28,P015,1,135.11,135.11
INV-17552,C0037,2024-07-29,P030,1,252.51,252.51
INV-83044,C0106,2024-06-26,P027,3,541.01,1623.03
INV-41831,C0035,2023-09-19,P025,1,149.75,149.75
INV-94765,C0053,2023-03-22,P022,3,172.14,516.42
INV-22119,C0116,2024-07-02,P024,3,260.01,780.03
INV-45187,C0049,2024-01-22,P004,2,66.37,132.74
INV-89026,C0173,2023-02-10,P039,1,276.54,276.54
INV-87015,C0019,2025-01-11,P013,1,109.13,109.13
INV-38444,C0172,2024-05-05,P036,2,519.05,1038.1
INV-49739,C0054,2025-07-19,P022,1,66.47,66.47
INV-34906,C0004,2025-01-29,P014,1,388.76,388.76
INV-72773,C0031,2025-07-25,P048,1,332.55,332.55
INV-89220,C0063,2024-12-21,P045,1,240.63,240.63
INV-41369,C0053,2024-07-19,P026,1,303.09,303.09
INV-47101,C0083,2024-01-25,P050,8,90.5,724.0
INV-95029,C0120,2024-01-03,P035,2,248.55,497.1
INV-57139,C0079,2024-06-09,P017,1,433.38,433.38
INV-22924,C0128,2025-04-02,P030,2,594.84,1189.68
INV-51973,C0121,2025-07-25,P049,1,71.42,71.42
INV-51015,C0053,2024-02-28,P024,2,351.25,702.5
INV-39002,C0012,2025-01-29,P037,1,56.86,56.86
INV-44180,C0038,2024-07-20,P002,1,537.57,537.57
INV-64732,C0150,2023-10-30,P038,1,200.79,200.79
INV-53236,C0040,2023-08-24,P013,1,219.45,219.45
INV-42208,C0098,2024-05-26,P037,1,316.25,316.25
INV-99764,C0141,2023-12-12,P042,1,482.21,482.21
INV-74044,C0066,2025-01-10,P049,1,328.61,328.61
INV-74303,C0165,2024-04-16,P048,4,394.02,1576.08
INV-56160,C0044,2023-06-23,P047,1,201.36,201.36
INV-81636,C0036,2024-05-15,P047,1,405.0,405.0
INV-94123,C0048,2023-03-02,P035,10,400.49,4004.9
INV-19742,C0135,2025-08-25,P003,1,441.08,441.08
INV-10836,C0172,2024-02-27,P004,1,45.48,45.48
INV-40334,C0036,2023-03-11,P041,1,575.0,575.0
INV-38668,C0039,2024-06-01,P001,1,417.1,417.1
INV-17923,C0117,2024-09-24,P024,1,326.14,326.14
INV-90808,C0164,2025-07-23,P043,1,275.72,275.72
INV-73944,C0124,2023-01-17,P043,2,215.07,430.14
INV-82305,C0002,2024-02-26,P035,2,479.32,958.64
INV-79391,C0004,2025-01-09,P002,5,148.44,742.2
INV-47576,C0071,2023-01-18,P035,1,99.93,99.93
INV-98346,C0129,2024-03-16,P045,9,556.93,5012.37
INV-22624,C0046,2024-06-20,P007,1,506.8,506.8
INV-35156,C0039,2024-09-26,P016,1,377.92,377.92
INV-56457,C0135,2023-10-01,P017,1,455.61,455.61
INV-58896,C0102,2024-02-20,P006,1,497.38,497.38
INV-41877,C0118,2024-12-14,P037,3,428.16,1284.48
INV-99658,C0058,2025-04-27,P020,1,188.85,188.85
INV-95182,C0021,2025-02-16,P042,1,222.48,222.48
INV-63120,C0009,2024-01-24,P006,1,562.81,562.81
INV-72390,C0097,2023-02-27,P036,1,190.26,190.26
INV-32463,C0164,2023-03-26,P001,1,273.85,273.85
INV-94529,C0128,2025-03-14,P028,1,314.25,314.25
INV-22499,C0085,2025-07-05,P037,5,303.21,1516.05
INV-40115,C0136,2023-08-05,P003,9,512.34,4611.06
INV-72324,C0178,2023-10-05,P037,1,559.05,559.05
INV-99709,C0012,2025-08-05,P005,1,492.3,492.3
INV-83860,C0072,2024-11-04,P035,1,528.0,528.0
INV-51220,C0009,2023-01-17,P012,4,485.5,1942.0
INV-28899,C0054,2025-02-09,P038,3,189.76,569.28
INV-49226,C0102,2023-06-16,P005,1,247.76,247.76
INV-84277,C0145,2025-05-04,P016,1,420.02,420.02
INV-80852,C0100,2023-12-06,P044,1,585.61,585.61
INV-28343,C0099,2025-03-20,P049,2,495.26,990.52
INV-20279,C0177,2024-05-27,P047,1,518.59,518.59
INV-22803,C0089,2024-03-23,P004,5,297.37,1486.85
INV-54642,C0060,2024-09-11,P005,1,461.24,461.24
INV-61996,C0158,2025-03-03,P039,1,306.51,306.51
INV-93115,C0084,2023-10-07,P002,1,96.36,96.36
INV-39902,C0116,2023-12-31,P032,1,50.22,50.22
INV-66603,C0142,2023-07-10,P025,1,89.75,89.75
INV-96595,C0175,2024-01-25,P038,6,334.22,2005.3200000000002
INV-91083,C0022,2023-10-30,P050,6,265.17,1591.02
INV-19634,C0064,2023-03-26,P046,1,308.62,308.62
INV-59807,C0069,2024-12-29,P010,1,72.34,72.34
INV-61068,C0163,2023-11-21,P010,2,137.46,274.92
INV-21995,C0093,2023-01-06,P007,1,393.62,393.62
INV-57175,C0079,2025-02-18,P029,1,46.2,46.2
INV-27367,C0070,2023-03-31,P007,3,281.28,843.8399999999999
INV-68830,C0048,2024-07-24,P028,1,596.97,596.97
INV-63483,C0143,2023-04-16,P033,1,420.07,420.07
INV-56388,C0007,2024-07-21,P006,8,151.12,1208.96
INV-88386,C0024,2025-03-14,P039,1,81.62,81.62
INV-11617,C0084,2023-10-26,P025,1,69.62,69.62
INV-21101,C0106,2025-01-12,P025,2,46.75,93.5
INV-84967,C0144,2024-06-17,P016,1,598.05,598.05
INV-59903,C0044,2023-06-23,P044,3,372.98,1118.94
INV-49469,C0036,2023-10-02,P018,1,378.1,378.1
INV-18292,C0127,2023-06-21,P010,1,261.39,261.39
INV-65194,C0112,2023-11-03,P018,1,533.1,533.1
INV-57333,C0124,2023-09-15,P005,1,124.83,124.83
INV-91924,C0064,2024-05-22,P047,1,254.34,254.34
INV-35630,C0153,2024-04-13,P040,3,442.83,1328.49
INV-49932,C0028,2023-01-07,P009,2,16.51,33.02
INV-91289,C0102,2024-01-25,P022,1,293.99,293.99
INV-53874,C0085,2024-03-16,P029,1,163.29,163.29
INV-27842,C0167,2023-11-04,P039,2,90.89,181.78
INV-36326,C0083,2024-05-05,P039,1,136.97,136.97
INV-62198,C0081,2023-11-23,P012,1,152.31,152.31
INV-92955,C0075,2024-05-17,P048,7,482.91,3380.3700000000003
INV-52714,C0148,2024-01-21,P016,6,297.83,1786.98
INV-57843,C0072,2023-04-27,P026,1,333.3,333.3
INV-87624,C0145,2024-07-12,P013,1,508.17,508.17
INV-82102,C0047,2023-01-28,P044,1,298.06,298.06
INV-37479,C0119,2024-03-24,P046,1,201.56,201.56
INV-19064,C0075,2025-04-18,P045,2,290.85,581.7
INV-75444,C0105,2023-05-23,P044,1,242.74,242.74
INV-41722,C0163,2023-09-16,P020,1,473.16,473.16
INV-65460,C0169,2025-03-19,P010,4,573.65,2294.6
INV-68860,C0097,2024-09-04,P005,3,196.09,588.27
INV-62534,C0123,2024-07-01,P038,2,268.19,536.38
INV-64827,C0130,2024-07-10,P045,1,506.11,506.11
INV-80373,C0010,2024-08-31,P024,1,542.04,542.04
INV-24335,C0164,2025-02-26,P006,1,385.95,385.95
INV-97122,C0064,2023-12-30,P043,2,538.12,1076.24
INV-90304,C0043,2023-02-15,P042,2,372.22,744.44
INV-98797,C0145,2024-10-24,P042,1,315.86,315.86
INV-53463,C0103,2025-03-26,P049,1,445.09,445.09
INV-11382,C0111,2023-04-11,P007,1,411.33,411.33
INV-76935,C0067,2025-02-03,P015,1,60.03,60.03
INV-86089,C0133,2024-12-05,P036,2,52.53,105.06
INV-68429,C0148,2024-01-19,P015,1,17.14,17.14
INV-99070,C0101,2024-08-25,P030,6,445.13,2670.7799999999997
INV-29758,C0177,2023-12-20,P033,1,184.96,184.96
INV-23703,C0007,2023-10-30,P031,1,467.05,467.05
INV-25213,C0107,2025-05-01,P006,2,119.27,238.54
INV-50880,C0037,2023-12-18,P023,1,68.05,68.05
INV-78303,C0117,2024-05-09,P014,2,460.98,921.96
INV-22795,C0090,2024-03-24,P031,1,22.36,22.36
INV-51800,C0179,2023-03-10,P029,1,581.04,581.04
INV-25084,C0077,2023-01-24,P003,1,463.84,463.84
INV-24334,C0088,2024-11-24,P042,1,235.34,235.34
INV-41970,C0043,2024-06-12,P048,1,81.62,81.62
INV-30989,C0045,2023-12-05,P036,1,467.03,467.03
INV-70562,C0144,2023-08-26,P028,2,322.88,645.76
INV-34176,C0104,2023-07-10,P041,1,581.41,581.41
INV-66640,C0164,2024-02-10,P043,3,182.77,548.3100000000001
INV-90492,C0008,2025-06-23,P048,7,365.11,2555.77
INV-87621,C0051,2024-03-15,P029,1,451.36,451.36
INV-38153,C0100,2023-07-30,P001,3,397.32,1191.96
INV-18200,C0072,2024-08-14,P049,1,209.58,209.58
